inst,variant,params,short_train0_days,short_train0_n,short_train0_Rday,short_train0_t,short_train0_maxDD,short_held0_days,short_held0_n,short_held0_Rday,short_held0_t,short_held0_maxDD,short_win_days,short_win_n,short_win_Rday,short_win_t,short_win_maxDD,final_days,final_n,final_Rday,final_t,final_maxDD,stress_days,stress_n,stress_Rday,stress_t,stress_maxDD,pre2024_Rday,since2024_Rday,R_2016,R_2017,R_2018,R_2019,R_2020,R_2021,R_2022,R_2023,R_2024,R_2025,R_2026
SPX500,be_at_2.0,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 2.0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",352,322,0.037,0.386,-38.65,91,80,-0.1956,-1.251,-34.26,443,402,-0.0108,-0.131,-54.82,26,24,-0.144,-0.449,-12.09,1364,1179,-0.0297,-0.839,-66.36,-0.0332,-0.0411,-19.5,-16.3,-18.5,23.2,-36.1,15.5,2.1,1.9,-4.1,-20.3,-4.8
SPX500,partial_1.0,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 1.0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",352,322,0.0095,0.126,-35.15,91,80,-0.1613,-1.36,-27.34,443,402,-0.0256,-0.399,-51.65,26,24,0.0208,0.105,-7.09,1364,1179,-0.0353,-1.234,-62.63,-0.0376,-0.0567,-16.4,-19.3,-13.2,23.0,-35.3,-1.1,2.0,6.3,-12.8,-26.9,5.2
SPX500,partial_1.5,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 1.5, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",352,322,0.0147,0.18,-32.17,91,80,-0.1774,-1.365,-29.5,443,402,-0.0248,-0.353,-49.27,26,24,-0.1138,-0.453,-10.91,1364,1179,-0.0274,-0.862,-59.04,-0.0322,-0.0478,-19.3,-16.4,-14.3,25.3,-33.7,0.6,1.2,10.3,-9.9,-21.9,-0.8
SPX500,partial_2.0,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 2.0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",352,322,0.0334,0.383,-34.0,91,80,-0.2158,-1.53,-34.75,443,402,-0.0178,-0.237,-49.53,26,24,-0.2484,-0.898,-12.0,1364,1179,-0.0308,-0.917,-67.96,-0.0347,-0.0532,-17.6,-16.0,-17.4,19.7,-39.2,7.5,1.5,11.6,-14.9,-21.7,-2.8
SPX500,partial_3.0,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 3.0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",352,322,0.0558,0.565,-35.56,91,80,-0.2186,-1.377,-36.65,443,402,-0.0006,-0.007,-51.81,26,24,-0.199,-0.629,-13.09,1364,1179,-0.026,-0.729,-66.18,-0.0298,-0.0343,-16.6,-16.3,-17.5,22.5,-39.0,13.3,2.1,8.7,-6.4,-21.8,1.8
SPX500,trail_1.0,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 1.0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",352,322,-0.0174,-0.25,-35.14,91,80,-0.2206,-2.49,-24.73,443,402,-0.0592,-1.011,-55.62,26,24,0.0969,0.541,-4.21,1364,1179,-0.0292,-1.129,-56.25,-0.0316,-0.0787,-19.0,-17.8,-6.4,22.2,-22.8,-4.2,-0.7,3.4,-11.0,-33.2,-2.0
SPX500,trail_1.5,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 1.5, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",352,322,0.0521,0.615,-27.31,91,80,-0.1948,-1.71,-27.14,443,402,0.0014,0.02,-41.58,26,24,-0.102,-0.446,-8.18,1364,1179,-0.0096,-0.302,-43.24,-0.0155,-0.0366,-20.0,-14.9,-9.6,32.8,-35.3,11.3,-1.2,14.9,-8.0,-26.2,8.9
SPX500,trail_2.0,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 2.0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",352,322,0.0751,0.81,-34.85,91,80,-0.2517,-1.92,-30.56,443,402,0.0079,0.101,-46.87,26,24,0.0533,0.177,-10.15,1364,1179,-0.0376,-1.107,-67.43,-0.0402,-0.0405,-18.3,-15.2,-14.7,19.7,-39.9,10.9,2.2,-2.6,-12.5,-17.4,6.1
SPX500,trail_3.0,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 3.0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",352,322,0.0351,0.359,-41.65,91,80,-0.2227,-1.415,-36.72,443,402,-0.0179,-0.212,-60.19,26,24,-0.168,-0.522,-12.71,1364,1179,-0.025,-0.696,-63.24,-0.0287,-0.0518,-16.5,-16.3,-17.5,23.3,-37.0,14.1,2.1,6.4,-8.2,-24.9,-3.4
SPX500,runner_noTP_120,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 0, ""std_sl"": 25, ""std_tp"": 0, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",352,322,-0.0058,-0.05,-52.61,91,80,-0.3855,-2.436,-36.99,443,402,-0.0838,-0.854,-79.99,26,24,-0.0796,-0.149,-16.92,1364,1179,-0.0334,-0.797,-73.48,-0.0371,-0.1015,-15.2,-18.8,-18.6,36.2,-60.6,22.2,7.1,-5.7,-13.2,-39.8,-11.9
SPX500,runner_noTP_trail1.5_close,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 999, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 0, ""std_sl"": 25, ""std_tp"": 0, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 1.5, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",352,322,0.0586,0.647,-25.59,91,80,-0.1919,-1.603,-26.16,443,402,0.0071,0.093,-39.23,26,24,-0.0859,-0.35,-8.28,1364,1179,0.0347,0.864,-46.53,0.0279,-0.018,-15.9,-17.2,-3.7,48.0,-32.1,49.5,-1.2,12.7,2.5,-23.2,7.3
SPX500,runner_noTP_be1_trail2_close,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 999, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 0, ""std_sl"": 25, ""std_tp"": 0, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 1.0, ""partial"": 0, ""trail"": 2.0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",352,322,0.0765,0.786,-26.06,91,80,-0.2425,-1.931,-28.17,443,402,0.011,0.134,-41.91,26,24,0.7577,1.008,-7.09,1364,1179,0.015,0.361,-45.04,0.0109,-0.0424,-17.0,-6.4,-8.9,32.3,-35.2,24.2,6.9,19.7,-22.3,-8.8,24.6
SPX500,pullback_0.3_5,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""pb"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",352,243,0.0817,0.983,-27.7,91,65,-0.2322,-1.672,-31.73,443,308,0.0172,0.239,-40.41,26,14,-0.4224,-2.708,-10.98,1364,882,-0.0737,-2.464,-120.43,-0.0719,-0.0249,-17.3,-23.5,-27.4,-0.2,-40.0,-9.2,3.2,11.0,-5.6,-6.4,-14.4
SPX500,pullback_0.3_15,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""pb"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",352,276,0.1095,1.228,-20.7,91,69,-0.212,-1.453,-29.63,443,345,0.0434,0.563,-34.51,26,19,-0.6321,-3.769,-16.43,1364,964,-0.0821,-2.636,-124.41,-0.0773,-0.0179,-11.4,-23.0,-23.5,-1.9,-45.6,-9.5,3.2,0.4,-11.1,1.5,-17.9
SPX500,pullback_0.5_5,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""pb"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",352,203,0.0309,0.407,-33.15,91,61,-0.2362,-1.749,-32.09,443,264,-0.024,-0.36,-50.31,26,11,-0.2966,-1.637,-8.72,1364,744,-0.0668,-2.42,-108.14,-0.0676,-0.0531,-20.3,-22.0,-17.6,-4.4,-25.6,-19.9,3.2,9.3,-5.5,-20.6,-14.5
SPX500,pullback_0.5_15,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""pb"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",352,247,0.0515,0.626,-25.63,91,63,-0.2601,-1.903,-34.27,443,310,-0.0125,-0.176,-43.39,26,17,-0.5482,-2.786,-14.25,1364,878,-0.0791,-2.681,-116.64,-0.0752,-0.0462,-13.2,-20.0,-13.4,-12.4,-33.7,-20.1,3.2,1.4,-6.9,-11.0,-25.0
SPX500,gap_with_0,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""with"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",352,157,0.0003,0.004,-27.98,91,40,-0.1773,-1.608,-22.53,443,197,-0.0362,-0.618,-46.08,26,10,0.0751,0.313,-6.54,1364,600,-0.0229,-0.874,-38.18,-0.0202,-0.0668,-5.4,-8.7,-5.0,17.7,-29.2,12.5,0.0,-10.9,-12.2,-15.1,-12.1
SPX500,gap_with_50,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""with"", ""gap_min"": 50, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",352,112,0.0131,0.234,-26.44,91,27,-0.1356,-1.512,-18.73,443,139,-0.0175,-0.364,-32.0,26,8,0.1589,0.69,-4.36,1364,287,0.0008,0.038,-26.17,0.0036,-0.0606,5.1,6.6,-8.5,7.7,-18.3,11.1,0.0,1.4,-23.4,-7.9,-2.1
SPX500,gap_against_0,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""against"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",352,165,0.0564,0.762,-19.72,91,40,-0.024,-0.2,-16.46,443,205,0.0399,0.625,-27.29,26,14,-0.2576,-1.208,-8.72,1364,579,-0.0062,-0.252,-44.49,-0.0116,0.031,-9.9,-7.6,-13.0,5.6,-11.8,0.3,2.1,17.5,2.6,-2.8,12.7
SPX500,gap_against_50,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""against"", ""gap_min"": 50, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",352,124,0.0716,1.07,-16.18,91,30,-0.0338,-0.32,-14.76,443,154,0.05,0.87,-17.89,26,10,-0.2546,-1.352,-7.63,1364,275,-0.0088,-0.453,-45.7,-0.0107,0.0418,-1.1,-0.3,-9.1,-1.9,-15.1,-4.1,2.1,14.1,-1.9,7.1,14.0
SPX500,body_min_0.3,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none""}",352,264,0.1046,1.118,-25.31,91,59,-0.2975,-2.384,-34.96,443,323,0.022,0.279,-35.05,26,23,-0.1405,-0.438,-13.09,1364,909,-0.028,-0.889,-53.64,-0.0306,-0.0244,-12.6,-10.3,-11.6,9.2,-29.2,2.7,2.1,5.6,-14.6,-3.2,-1.0
SPX500,body_min_0.5,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none""}",352,202,0.0882,1.075,-25.31,91,42,-0.1876,-1.769,-23.94,443,244,0.0316,0.458,-31.86,26,15,-0.1347,-0.539,-10.91,1364,647,0.0089,0.33,-34.55,0.0051,0.0135,-7.2,-4.8,3.0,27.0,-23.3,14.6,2.1,-3.9,8.6,8.4,-12.2
SPX500,volf_skip_low,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""skip_low"", ""dow"": ""none""}",352,248,0.0075,0.086,-32.74,91,64,-0.2364,-1.684,-37.97,443,312,-0.0426,-0.571,-60.9,26,21,-0.2215,-0.759,-13.16,1364,908,-0.0239,-0.74,-55.73,-0.0278,-0.0553,-15.9,-15.8,-13.9,25.7,-27.8,2.1,2.1,3.5,-8.7,-16.4,-14.9
SPX500,volf_skip_high,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""skip_high"", ""dow"": ""none""}",352,263,0.0627,0.677,-23.23,91,64,-0.1509,-1.038,-25.9,443,327,0.0189,0.237,-37.96,26,21,-0.2215,-0.759,-13.09,1364,918,-0.0125,-0.407,-44.71,-0.0219,-0.0313,-21.3,-4.7,-2.7,17.6,-38.0,8.7,2.1,6.7,-16.7,-3.1,-5.3
SPX500,volf_mid,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""mid"", ""dow"": ""none""}",352,189,0.0135,0.175,-21.53,91,48,-0.1859,-1.551,-26.99,443,237,-0.0275,-0.414,-36.43,26,18,-0.2605,-1.015,-13.09,1364,647,-0.0072,-0.276,-46.68,-0.017,-0.0509,-20.8,-4.1,1.4,20.0,-24.8,-2.0,2.1,3.6,-15.8,-1.6,-20.9
SPX500,skip_mon,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""mon""}",352,254,-0.0413,-0.49,-54.91,91,66,-0.0644,-0.405,-24.42,443,320,-0.0461,-0.618,-74.97,26,18,-0.0957,-0.343,-8.72,1364,957,-0.0196,-0.601,-53.61,-0.0292,-0.082,-22.5,-11.7,-10.9,16.8,-33.9,4.6,2.1,13.6,-10.5,-39.6,-3.1
SPX500,skip_fri,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""fri""}",352,263,0.0275,0.3,-40.29,91,60,-0.133,-0.931,-24.27,443,323,-0.0054,-0.069,-48.71,26,20,-0.0147,-0.047,-10.91,1364,945,-0.0308,-0.96,-59.44,-0.033,-0.0169,-11.5,-4.1,-14.6,20.1,-38.9,5.0,2.1,-5.6,-1.9,-15.4,6.5
GER40,LIVE_COMP,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",366,316,0.0479,0.523,-24.71,94,86,-0.296,-1.775,-31.88,460,402,-0.0224,-0.277,-35.44,39,42,0.7033,1.594,-6.92,1861,1579,-0.1409,-4.079,-280.1,-0.1407,-0.003,-2.9,-63.3,-20.0,-11.5,-49.6,-6.0,-67.4,-44.4,7.6,-9.7,27.5
